,marka,model,donanim,motor,yakit,vites,fiyat,websitesi,sil1,sil2
465,Ford,C-Max Compact,1.5L TDCi 120PS (300Nm) Trend,1,,,,,,
466,Ford,C-Max Compact,1.6L TDCi  115PS (270Nm) Titanium,1,,,,,,
467,Ford,C-Max Compact,1.6L TDCi  115PS (270Nm) Trend,1,,,,,,
468,Ford,C-Max Compact,1.6L Ti-VCT 125PS (159 Nm) Trend,1,,,,,,
469,Ford,C-Max Grand,1.5L EcoBoost 182PS (240 Nm) Titanium,1,,,,,,
470,Ford,C-Max Grand,1.5L TDCi 120PS (270Nm) Titanium,1,,,,,,
471,Ford,C-Max Grand,1.5L TDCi 120PS (300Nm) Titanium,1,,,,,,
472,Ford,Fiesta,1.0L Ecoboost 100PS (170 Nm) ST Line ,1,Benzin,Otomatik,82480.0,http://www.ford.com.tr/,,
473,Ford,Fiesta,1.0L Ecoboost 140PS (180 Nm) ST Line ,1,Benzin,Düz,82480.0,http://www.ford.com.tr/,,
474,Ford,Fiesta,1.2L 82PS (114 Nm) Trend,1,,,,,,
475,Ford,Fiesta,1.2L 82PS (114 Nm) Trend X,1,,,,,,
476,Ford,Fiesta,1.4L  96PS (128 Nm) Titanium,1,,,,,,
477,Ford,Fiesta,1.5L TDCi 75PS (185 Nm) Titanium,1,,,,,,
478,Ford,Fiesta,1.5L TDCi 75PS (185 Nm) Trend,1,,,,,,
479,Ford,Fiesta,1.5L TDCi 75PS (185 Nm) Trend X,1,,,,,,
480,Ford,Fiesta,1.6L Ti-VCT  105PS (150 Nm) Titanium,1,,,,,,
481,Ford,Fiesta,1.6L Ti-VCT  105PS (150 Nm) Trend,1,,,,,,
482,Ford,Fiesta,1.6L Ti-VCT  105PS (150 Nm) Trend X,1,,,,,,
483,Ford,Focus 4 Kapı,1.0L EcoBoost 125PS (170 Nm) Titanium,1,Benzin,Düz,98170.0,http://www.ford.com.tr/,,
484,Ford,Focus 4 Kapı,1.0L EcoBoost 125PS (170 Nm) Titanium,1,Benzin,Otomatik,102880.0,http://www.ford.com.tr/,,
485,Ford,Focus 4 Kapı,1.5L TDCi 120PS (300 Nm) Style,1,,,,,,
486,Ford,Focus 4 Kapı,1.5L TDCi 120PS (300 Nm) Titanium,1,,,,,,
487,Ford,Focus 4 Kapı,1.5L TDCi 120PS (300 Nm) Trend X,1,,,,,,
488,Ford,Focus 4 Kapı,1.6L TDCi 115PS (270 Nm) Style,1,,,,,,
489,Ford,Focus 4 Kapı,1.6L TDCi 115PS (270 Nm) Titanium,1,,,,,,
490,Ford,Focus 4 Kapı,1.6L TDCi 95PS (230 Nm) Trend X,1,,,,,,
491,Ford,Focus 4 Kapı,1.6L Ti-VCT 125PS (159 Nm) Style,1,,,,,,
492,Ford,Focus 4 Kapı,1.6L Ti-VCT 125PS (159 Nm) Style,1,,,,,,
493,Ford,Focus 4 Kapı,1.6L Ti-VCT 125PS (159 Nm) Titanium,1,,,,,,
494,Ford,Focus 4 Kapı,1.6L Ti-VCT 125PS (159 Nm) Titanium,1,,,,,,
495,Ford,Focus 4 Kapı,1.6L Ti-VCT 125PS (159 Nm) Trend X,1,,,,,,
496,Ford,Focus 4 Kapı,1.6L Ti-VCT 125PS (159 Nm) Trend X,1,,,,,,
497,Ford,Focus 5 Kapı,1.0L EcoBoost 125PS (170 Nm) ST Line ,1,Benzin,Otomatik,102640.0,http://www.ford.com.tr/,,
498,Ford,Focus 5 Kapı,1.0L EcoBoost 125PS (170 Nm) Titanium,1,Benzin,Düz,98170.0,http://www.ford.com.tr/,,
499,Ford,Focus 5 Kapı,1.0L EcoBoost 125PS (170 Nm) Titanium,1,Benzin,Otomatik,102880.0,http://www.ford.com.tr/,,
500,Ford,Focus 5 Kapı,1.5L TDCi 120PS (300 Nm) ST Line ,1,,,,,,
501,Ford,Focus 5 Kapı,1.5L TDCi 120PS (300 Nm) Style,1,,,,,,
502,Ford,Focus 5 Kapı,1.5L TDCi 120PS (300 Nm) Titanium,1,,,,,,
503,Ford,Focus 5 Kapı,1.5L TDCi 120PS (300 Nm) Trend X,1,,,,,,
504,Ford,Focus 5 Kapı,1.6L TDCi 115PS (270 Nm) Style,1,,,,,,
505,Ford,Focus 5 Kapı,1.6L TDCi 115PS (270 Nm) Titanium,1,,,,,,
506,Ford,Focus 5 Kapı,1.6L TDCi 95PS (230 Nm) Trend X,1,,,,,,
507,Ford,Focus 5 Kapı,1.6L Ti-VCT 125PS (159 Nm) ST Line ,1,,,,,,
508,Ford,Focus 5 Kapı,1.6L Ti-VCT 125PS (159 Nm) Style,1,,,,,,
509,Ford,Focus 5 Kapı,1.6L Ti-VCT 125PS (159 Nm) Style,1,,,,,,
510,Ford,Focus 5 Kapı,1.6L Ti-VCT 125PS (159 Nm) Titanium,1,,,,,,
511,Ford,Focus 5 Kapı,1.6L Ti-VCT 125PS (159 Nm) Titanium,1,,,,,,
512,Ford,Focus 5 Kapı,1.6L Ti-VCT 125PS (159 Nm) Trend X,1,,,,,,
513,Ford,Focus 5 Kapı,1.6L Ti-VCT 125PS (159 Nm) Trend X,1,,,,,,
514,Ford,Focus Station Wagon,1.5L TDCi 120PS (300 Nm) Style,1,,,,,,
515,Ford,Focus Station Wagon,1.5L TDCi 120PS (300 Nm) Titanium,1,,,,,,
516,Ford,Focus Station Wagon,1.5L TDCi 120PS (300 Nm) Trend X,1,,,,,,
517,Ford,Focus Station Wagon,1.6L TDCi 115PS (270 Nm) Style,1,,,,,,
518,Ford,Focus Station Wagon,1.6L TDCi 115PS (270 Nm) Titanium,1,,,,,,
519,Ford,Focus Station Wagon,1.6L TDCi 95PS (230 Nm) Trend X,1,,,,,,
520,Ford,Galaxy,1.5L EcoBoost 160PS (240 Nm) Style,1,,,,,,
521,Ford,Galaxy,2.0L TDCi 180PS (400Nm) Titanium,2,Dizel,Otomatik,269415.0,http://www.ford.com.tr/,,
522,Ford,Kuga,1.5L EcoBoost 182PS (240 Nm) Style,1,,,,,,
523,Ford,Kuga,1.5L TDCi 120PS 120PS (270Nm) Style,1,,,,,,
524,Ford,Kuga,1.5L TDCi 120PS 120PS (270Nm) Titanium,1,,,,,,
525,Ford,Kuga,1.5L TDCi 120PS 120PS (300Nm) ST-Line,1,,,,,,
526,Ford,Kuga,1.5L TDCi 120PS 120PS (300Nm) Style,1,,,,,,
527,Ford,Kuga,1.5L TDCi 120PS 120PS (300Nm) Titanium,1,,,,,,
528,Ford,Mondeo 4 Kapı,1.5L EcoBoost 160PS (240 Nm) Style,1,,,,,,
529,Ford,Mondeo 4 Kapı,1.5L EcoBoost 160PS (240 Nm) Titanium,1,,,,,,
530,Ford,Mondeo 4 Kapı,1.6L TDCi 115PS (270Nm) Style,1,,,,,,
531,Ford,Mondeo 4 Kapı,1.6L TDCi 115PS (270Nm) Titanium,1,,,,,,
532,Ford,Mondeo 4 Kapı,2.0L TDCi 180PS (400Nm) Style,2,Dizel,Otomatik,197635.0,http://www.ford.com.tr/,,
533,Ford,Mondeo 4 Kapı,2.0L TDCi 180PS (400Nm) Titanium,2,Dizel,Otomatik,222815.0,http://www.ford.com.tr/,,
534,Ford,Mondeo 5 Kapı,1.5L EcoBoost 160PS (240 Nm) Titanium,1,,,,,,
535,Ford,Mondeo Station Wagon,1.5L EcoBoost 160PS (240 Nm) Titanium,1,,,,,,
536,Ford,S-Max,1.5L EcoBoost 160PS (240 Nm) Style,1,,,,,,
537,Ford,S-Max,2.0L TDCi 180PS (400Nm) Titanium,2,Dizel,Otomatik,256660.0,http://www.ford.com.tr/,,
538,Honda,Civic Hatchback,1.5L 182PS Sport,1,,,,,,
539,Honda,Civic Sedan,1.5L 182PS RS,1,,,,,,
540,Honda,Civic Sedan,1.6L 125PS Elegance,1,,,,,,
541,Honda,Civic Sedan,1.6L 125PS Elegance,1,,,,,,
542,Honda,Civic Sedan,1.6L 125PS Elegance ECO,1,,,,,,
543,Honda,Civic Sedan,1.6L 125PS Elegance ECO,1,,,,,,
544,Honda,Civic Sedan,1.6L 125PS Executive,1,,,,,,
545,Honda,Civic Sedan,1.6L 125PS Executive ECO,1,,,,,,
546,Honda,Civic Sedan,1.6L 125PS Executive ECO,1,,,,,,
547,Honda,Civic Sedan,1.6L 125PS Premium,1,,,,,,
548,Honda,Civic Sedan,1.6L 125PS Premium ECO,1,,,,,,
549,Honda,Civic Sedan,1.6L 125PS Premium ECO,1,,,,,,
550,Honda,CR-V,1.6L 120PS Elegance,1,,,,,,
551,Honda,CR-V,1.6L 120PS Premium,1,,,,,,
552,Honda,CR-V,1.6L 160PS Elegance,1,,,,,,
553,Honda,CR-V,1.6L 160PS Executive,1,,,,,,
554,Honda,CR-V,1.6L 160PS Executive+,1,,,,,,
555,Honda,CR-V,1.6L 160PS Premium,1,,,,,,
556,Honda,HR-V,1.5L 130PS Elegance,1,,,,,,
557,Honda,HR-V,1.5L 130PS Elegance,1,,,,,,
558,Honda,HR-V,1.5L 130PS Executive,1,,,,,,
559,Honda,HR-V,1.5L 130PS Executive,1,,,,,,
560,Honda,HR-V,1.5L 130PS Premium,1,,,,,,
561,Honda,HR-V,1.6L 120PS Elegance,1,,,,,,
562,Honda,HR-V,1.6L 120PS Premium,1,,,,,,
563,Honda,Jazz,1.3L 102PS Dream,1,,,,,,
564,Honda,Jazz,1.3L 102PS Elegance,1,,,,,,
565,Honda,Jazz,1.3L 102PS Elegance,1,,,,,,
566,Honda,Jazz,1.3L 102PS Premium,1,,,,,,
567,Honda,Type-R,2.0L 310PS Sport,2,Benzin,Düz,237496.0,https://honda.com.tr/,,
568,Hyundai,Accent Blue,1.4 D-CVVT MODE (BENZİNLİ),1,,,,,,
569,Hyundai,Accent Blue,1.4 D-CVVT MODE PLUS (BENZİNLİ),1,,,,,,
570,Hyundai,Accent Blue,1.4 D-CVVT MODE PLUS CVT OTM. (BENZİNLİ),1,,,,,,
571,Hyundai,Accent Blue,1.4 D-CVVT PRIME (BENZİNLİ),1,,,,,,
572,Hyundai,Accent Blue,1.4 D-CVVT PRIME CVT OTM. (BENZİNLİ),1,,,,,,
573,Hyundai,Accent Blue,1.6 CRDI MODE (DİZEL),1,,,,,,
574,Hyundai,Accent Blue,1.6 CRDI MODE DCT (DİZEL),1,,,,,,
575,Hyundai,Accent Blue,1.6 CRDI MODE PLUS (DİZEL),1,,,,,,
576,Hyundai,Accent Blue,1.6 CRDI MODE PLUS DCT (DİZEL),1,,,,,,
577,Hyundai,Accent Blue,1.6 CRDI PRIME (DİZEL),1,,,,,,
578,Hyundai,Accent Blue,1.6 CRDI PRIME DCT (DİZEL),1,,,,,,
579,Hyundai,Elantra,1.6 CRDi ELITE (DİZEL),1,,,,,,
580,Hyundai,Elantra,1.6 CRDi ELITE DCT (DİZEL),1,,,,,,
581,Hyundai,Elantra,1.6 CRDi ELITE PLUS DCT (DİZEL),1,,,,,,
582,Hyundai,Elantra,1.6 CRDi ELITE PLUS DCT (SUNROOF) (DİZEL),1,,,,,,
583,Hyundai,Elantra,1.6 D-CVVT STYLE (BENZİNLİ),1,,,,,,
584,Hyundai,Elantra,1.6 D-CVVT STYLE OTM. (BENZİNLİ),1,,,,,,
585,Hyundai,i10,1.0 D-CVVT JUMP (BENZİNLİ),1,Benzin,Düz,46200.0,http://www.hyundai.com.tr,,
586,Hyundai,i10,1.0 D-CVVT JUMP OTM. (BENZİNLİ),1,Benzin,Otomatik,51400.0,http://www.hyundai.com.tr,,
587,Hyundai,i10,1.0 D-CVVT STYLE OTM. (BENZİNLİ),1,Benzin,Otomatik,54400.0,http://www.hyundai.com.tr,,
588,Hyundai,i10,1.2 D-CVVT ELITE OTM. (BENZİNLİ),1,,,,,,
589,Hyundai,i10,1.2 D-CVVT STAR OTM. (BENZİNLİ),1,,,,,,
590,Hyundai,i20,1.0 T-GDI STAR (BENZİNLİ) ,1,Benzin,Düz,67900.0,http://www.hyundai.com.tr,,
591,Hyundai,i20,1.2 MPI ELITE (BENZİNLİ),1,,,,,,
592,Hyundai,i20,1.2 MPI JUMP (BENZİNLİ),1,,,,,,
593,Hyundai,i20,1.2 MPI STYLE (BENZİNLİ),1,,,,,,
594,Hyundai,i20,1.4 CRDi ELITE (DİZEL),1,,,,,,
595,Hyundai,i20,1.4 CRDi JUMP (DİZEL),1,,,,,,
596,Hyundai,i20,1.4 CRDi STYLE (DİZEL),1,,,,,,
597,Hyundai,i20,1.4 MPI ELITE OTM. (BENZİNLİ),1,,,,,,
598,Hyundai,i20,1.4 MPI JUMP OTM. (BENZİNLİ),1,,,,,,
599,Hyundai,i20,1.4 MPI STAR OTM. (BENZİNLİ)  ,1,,,,,,
600,Hyundai,i20,1.4 MPI STYLE OTM. (BENZİNLİ),1,,,,,,
601,Hyundai,i20 Active,1.0 T-GDI ELITE (BENZİNLİ),1,Benzin,Düz,68400.0,http://www.hyundai.com.tr,,
602,Hyundai,i20 Active,1.4 MPI ELITE OTM. (BENZİNLİ),1,,,,,,
603,Hyundai,i20 Coupe,1.4 MPI (BENZİNLİ),1,,,,,,
604,Hyundai,i20 Coupe,1.4 MPI OTM. (BENZİNLİ),1,,,,,,
605,Hyundai,i30,1.4 MPI BLUE DRIVE (BENZİNLİ),1,,,,,,
606,Hyundai,i30,1.6 CRDi BLUE DRIVE (DİZEL),1,,,,,,
607,Hyundai,i30,1.6 CRDi BLUE DRIVE DCT (DİZEL),1,,,,,,
608,Hyundai,i30,1.6 CRDi ELITE (DİZEL),1,,,,,,
609,Hyundai,i30,1.6 CRDi ELITE DCT (DİZEL),1,,,,,,
610,Hyundai,i30,1.6 CRDi STYLE (DİZEL),1,,,,,,
611,Hyundai,i30,1.6 CRDi STYLE DCT (DİZEL),1,,,,,,
612,Hyundai,i30,1.6 CRDi STYLE DESIGN PACK DCT (DİZEL),1,,,,,,
613,Hyundai,i30,1.6 GDI ELITE (BENZİNLİ),1,,,,,,
614,Hyundai,i30,1.6 GDI ELITE DCT (BENZİNLİ),1,,,,,,
615,Hyundai,i30,1.6 GDI STYLE (BENZİNLİ),1,,,,,,
616,Hyundai,i30,1.6 GDI STYLE DCT (BENZİNLİ),1,,,,,,
617,Hyundai,i30,1.6 GDI STYLE DESIGN PACK DCT (BENZİNLİ),1,,,,,,
618,Hyundai,i30,1.6 TURBO GDI SPORT (BENZİNLİ),1,,,,,,
619,Hyundai,i30 CW,1.6 CRDi ELITE DCT (DİZEL),1,,,,,,
620,Hyundai,i30 CW,1.6 CRDi STYLE (DİZEL),1,,,,,,
621,Hyundai,i30 CW,1.6 CRDi STYLE DCT (DİZEL),1,,,,,,
622,Hyundai,Santa Fe,2.0 CRDi (DİZEL) 6 İLERİ OTOMATİK SHIFTRONIC,2,Dizel,Otomatik,297900.0,http://www.hyundai.com.tr,,
623,Hyundai,Tucson,1.6 GDI ELITE OTM. (BENZİNLİ),1,,,,,,
624,Hyundai,Tucson,1.6 GDI STYLE (BENZİNLİ),1,,,,,,
625,Hyundai,Tucson,1.6 GDI STYLE OTM. (BENZİNLİ),1,,,,,,
626,Hyundai,Tucson,1.6 T-GDI ELITE (BENZİNLİ),1,,,,,,
627,Hyundai,Tucson,1.6 T-GDI ELITE 4X2 DCT (BENZİNLİ),1,,,,,,
628,Hyundai,Tucson,1.6 T-GDI ELITE 4X4 DCT (BENZİNLİ),1,,,,,,
629,Hyundai,Tucson,1.6 T-GDI ELITE PLUS 4X2 DCT (BENZİNLİ),1,,,,,,
630,Hyundai,Tucson,1.6 T-GDI ELITE PLUS 4X4 DCT (BENZİNLİ),1,,,,,,
631,Hyundai,Tucson,1.6 T-GDI ELITE PLUS 4X4 DCT RED PACK (BENZİNLİ),1,,,,,,
632,Hyundai,Tucson,1.6 T-GDI STYLE (BENZİNLİ),1,,,,,,
633,Hyundai,Tucson,1.6 T-GDI STYLE 4X2 DCT (BENZİNLİ),1,,,,,,
634,Hyundai,Tucson,1.6 T-GDI STYLE 4X4 DCT (BENZİNLİ),1,,,,,,
635,Hyundai,Tucson,2.0 CRDi EXECUTIVE 4X4 OTM. (DİZEL),2,Dizel,Otomatik,205500.0,http://www.hyundai.com.tr,,
636,Infiniti,Q30,1.5 D 109 BG Premium ,1,,,,,,
637,Infiniti,Q30,1.5 D 109 BG Premium City Black,1,,,,,,
638,Infiniti,Q30,1.5 D 109 BG Premium City Black - Sport,1,,,,,,
639,Infiniti,Q30,1.6 P 156 BG Premium ,1,,,,,,
640,Infiniti,Q30,1.6 P 156 BG Premium Tech,1,,,,,,
641,Infiniti,Q30,1.6 P 156 BG Premium Tech - Theme ,1,,,,,,
642,Infiniti,Q30,1.6 P 156 BG Sport ,1,,,,,,
643,Infiniti,Q50,2.0 T 211 BG Premium ,2,Benzin,Otomatik,256717.0,http://infiniti.com.tr/,,
644,Infiniti,Q50,2.0 T 211 BG Sport Tech,2,Benzin,Otomatik,299634.0,http://infiniti.com.tr/,,
645,Isuzu,D-Max,2.5L 163 PS 4x2 LIMITED 6M/T Çift Kabin,2,,,,,,
646,Isuzu,D-Max,2.5L 163 PS 4x2 TR 6M/T Çift Kabin,2,,,,,,
647,Isuzu,D-Max,2.5L 163 PS 4x4 LIMITED 6M/T Çift Kabin,2,,,,,,
648,Isuzu,D-Max,2.5L 163 PS 4x4 TR 6M/T Çift Kabin,2,,,,,,
649,Isuzu,D-Max,2.5L 163 PS 4x4 V-CROSS 5A/T Çift Kabin,2,,,,,,
650,Jeep,Grand Cherokee Limited,3.0 250hp 8ATX 4x4 Dizel Euro 6,3,Dizel,Otomatik,490000.0,http://www.jeep.com.tr/,,
651,Jeep,Grand Cherokee Overland,3.0 250hp 8ATX 4x4 Dizel Euro 6,3,Dizel,Otomatik,530000.0,http://www.jeep.com.tr/,,
652,Jeep,Grand Cherokee Summit,3.0 250hp 8ATX 4x4 Dizel Euro 6,3,Dizel,Otomatik,570000.0,http://www.jeep.com.tr/,,
653,Jeep,Renegade,1.4 MultiAir2 Turbo Benzinli 9ATX AWD Limited,1,,,,,,
654,Jeep,Renegade,1.4 MultiAir2 Turbo Benzinli DDCT 4x2 Limited,1,,,,,,
655,Jeep,Renegade,1.4 MultiAir2 Turbo Benzinli DDCT 4x2 Longitude,1,,,,,,
656,Jeep,Renegade,1.4 MultiAir2 Turbo Benzinli MT 4x2 Limited,1,,,,,,
657,Jeep,Renegade,1.4 MultiAir2 Turbo Benzinli MT 4x2 Longitude,1,,,,,,
658,Jeep,Renegade,1.6 120hp DDCT Longitude Dizel Std,1,,,,,,
659,Jeep,Renegade,1.6 120hp DDCT Longitude Dizel Std+Sunroof,1,,,,,,
660,Jeep,Renegade,1.6 Multijet Dizel MT 4x2 Limited,1,,,,,,
661,Jeep,Renegade,1.6 Multijet Dizel MT 4x2 Longitude,1,,,,,,
662,Jeep,Renegade,2.0 Multijet Dizel 9AT 4x4 Trailhawk,2,Dizel,Otomatik,210000.0,http://www.jeep.com.tr/,,
663,Jeep,Wrangler Rubicon,2.8 200hp 4x4 Dizel,2,,,,,,
664,Kia,Cee'd,1.6L 136 PS COMFORT,1,,,,,,
665,Kia,Cee'd,1.6L 136 PS COMFORT,1,,,,,,
666,Kia,Cee'd,1.6L 136 PS CONCEPT PLUS,1,,,,,,
667,Kia,Cee'd,1.6L 136 PS CONCEPT PLUS,1,,,,,,
668,Kia,Cee'd,1.6L 136 PS PREMIUM,1,,,,,,
669,Kia,Cee'd Sportywagon,1.6L 136 PS COMFORT,1,,,,,,
670,Kia,Cee'd Sportywagon,1.6L 136 PS COMFORT,1,,,,,,
671,Kia,Cee'd Sportywagon,1.6L 136 PS CONCEPT PLUS,1,,,,,,
672,Kia,Cee'd Sportywagon,1.6L 136 PS CONCEPT PLUS,1,,,,,,
673,Kia,Cee'd Sportywagon,1.6L 136 PS PREMIUM,1,,,,,,
674,Kia,Cerato,1.6L 130 PS COMFORT,1,,,,,,
675,Kia,Cerato,1.6L 130 PS CONCEPT,1,,,,,,
676,Kia,Cerato,1.6L 130 PS CONCEPT TECHNO PAKET,1,,,,,,
677,Kia,Cerato,1.6L 136 PS CONCEPT,1,,,,,,
678,Kia,Cerato,1.6L 136 PS CONCEPT PLUS,1,,,,,,
679,Kia,Cerato,1.6L 136 PS CONCEPT TECHNO PAKET,1,,,,,,
680,Kia,Picanto,1.25 84 PS COMFORT,1,,,,,,
681,Kia,Rio Hatchback,1.25 85 PS COMFORT,1,,,,,,
682,Kia,Rio Hatchback,1.25 85 PS CONCEPT,1,,,,,,
683,Kia,Rio Hatchback,1.4 100 PS COMFORT,1,,,,,,
684,Kia,Rio Hatchback,1.4 100 PS CONCEPT,1,,,,,,
685,Kia,Rio Hatchback,1.4 90 PS COMFORT,1,,,,,,
686,Kia,Rio Hatchback,1.4 90 PS CONCEPT,1,,,,,,
687,Kia,Rio Hatchback,1.4 90 PS CONCEPT PLUS,1,,,,,,
688,Kia,Rio Sedan,1.4 109 PS COMFORT,1,,,,,,
689,Kia,Sorento,2.0L 185 PS PRESTIGE,2,Dizel,Otomatik,297900.0,http://kia.com.tr/,,
690,Kia,Soul,1.6L 136 PS PREMIUM,1,,,,,,
691,Kia,Sportage,1.6L 132 PS COMFORT,1,,,,,,
692,Kia,Sportage,1.6L 132 PS COMFORT,1,,,,,,
693,Kia,Sportage,1.6L 132 PS CONCEPT PLUS,1,,,,,,
694,Kia,Sportage,1.6L 132 PS PREMIUM,1,,,,,,
695,Kia,Sportage,1.6L 177 PS EXCLUSIVE GT-Line,1,,,,,,
696,Kia,Sportage,1.6L 177 PS PREMIUM TURBO,1,,,,,,
697,Kia,Sportage,1.6L 177 PS PRESTIGE GT-Line,1,,,,,,
698,Kia,Sportage,2.0L 185 PS PRESTIGE GT-Line,2,Dizel,Otomatik,227900.0,http://kia.com.tr/,,
699,Land Rover,Discovery,2.0 SD4 240 BG HSE,2,Dizel,Otomatik,578056.0,http://www.landrover.com.tr/,,
700,Land Rover,Discovery,2.0 SD4 240 BG HSE LUXURY,2,Dizel,Otomatik,622168.0,http://www.landrover.com.tr/,,
701,Land Rover,Discovery,2.0 TD4 180 BG HSE,2,Dizel,Otomatik,546197.0,http://www.landrover.com.tr/,,
702,Land Rover,Discovery,2.0 TD4 180 BG SE,2,Dizel,Otomatik,447679.0,http://www.landrover.com.tr/,,
703,Land Rover,Discovery,2.0 TD4 180 BG SE PLUS,2,Dizel,Otomatik,505516.0,http://www.landrover.com.tr/,,
704,Land Rover,Discovery Sport,2.0 Si4 240 BG HSE,2,Benzin,Otomatik,428564.0,http://www.landrover.com.tr/,,
705,Land Rover,Discovery Sport,2.0 Si4 240 BG HSE LUXURY,2,Benzin,Otomatik,467775.0,http://www.landrover.com.tr/,,
706,Land Rover,Discovery Sport,2.0 Td4 150 BG HSE,2,Dizel,Otomatik,408959.0,http://www.landrover.com.tr/,,
707,Land Rover,Discovery Sport,2.0 Td4 150 BG SE,2,Dizel,Otomatik,379551.0,http://www.landrover.com.tr/,,
708,Land Rover,Discovery Sport,2.0 Td4 180 BG HSE,2,Dizel,Otomatik,428564.0,http://www.landrover.com.tr/,,
709,Land Rover,Discovery Sport,2.0 Td4 180 BG HSE LUXURY,2,Dizel,Otomatik,467775.0,http://www.landrover.com.tr/,,
710,Land Rover,Range Rover,3.0 SDV6 354 BG AUTOBIOGRAPHY,3,Hibrit,Otomatik,1339244.0,http://www.landrover.com.tr/,,
711,Land Rover,Range Rover,3.0 SDV6 354 BG LWB AUTOBIOGRAPHY,3,Hibrit,Otomatik,1430269.0,http://www.landrover.com.tr/,,
712,Land Rover,Range Rover,3.0 SDV6 354 BG VOGUE SE,3,Hibrit,Otomatik,1284628.0,http://www.landrover.com.tr/,,
713,Land Rover,Range Rover,3.0 TDV6 258 BG AUTOBIOGRAPHY,3,Dizel,Otomatik,1211808.0,http://www.landrover.com.tr/,,
714,Land Rover,Range Rover,3.0 TDV6 258 BG HSE,3,Dizel,Otomatik,987279.0,http://www.landrover.com.tr/,,
715,Land Rover,Range Rover,3.0 TDV6 258 BG LWB AUTOBIOGRAPHY,3,Dizel,Otomatik,1296765.0,http://www.landrover.com.tr/,,
716,Land Rover,Range Rover,3.0 TDV6 258 BG LWB VOGUE,3,Dizel,Otomatik,1199672.0,http://www.landrover.com.tr/,,
717,Land Rover,Range Rover,3.0 TDV6 258 BG VOGUE,3,Dizel,Otomatik,1108646.0,http://www.landrover.com.tr/,,
718,Land Rover,Range Rover,5.0 S/C V8 510 BG AUTOBIOGRAPHY,5,Benzin,Otomatik,1402642.0,http://www.landrover.com.tr/,,
719,Land Rover,Range Rover,5.0 S/C V8 510 BG LOWER LWB S/C AUTOBIOGRAPHY,5,Benzin,Otomatik,1469394.0,http://www.landrover.com.tr/,,
720,Land Rover,Range Rover,5.0 S/C V8 550 BG LOWER LWB S/C SVAUTOBIOGRAPHY,5,Benzin,Otomatik,2045887.0,http://www.landrover.com.tr/,,
721,Land Rover,Range Rover Evoque,2.0 Si4 240 BG HSE,2,Benzin,Otomatik,451110.0,http://www.landrover.com.tr/,,
722,Land Rover,Range Rover Evoque,2.0 Si4 240 BG HSE DYNAMIC,2,Benzin,Otomatik,475617.0,http://www.landrover.com.tr/,,
723,Land Rover,Range Rover Evoque,2.0 Td4 150 BG SE DYNAMIC,2,Dizel,Otomatik,406998.0,http://www.landrover.com.tr/,,
724,Land Rover,Range Rover Evoque,2.0 Td4 180 BG HSE,2,Dizel,Otomatik,451110.0,http://www.landrover.com.tr/,,
725,Land Rover,Range Rover Evoque,2.0 Td4 180 BG HSE DYNAMIC,2,Dizel,Otomatik,475617.0,http://www.landrover.com.tr/,,
726,Land Rover,Range Rover Evoque,2.0 Td4 180 BG SE DYNAMIC,2,Dizel,Otomatik,426604.0,http://www.landrover.com.tr/,,
727,Land Rover,Range Rover Evoque Convertible,2.0 Td4 180 BG HSE DYNAMIC,2,Dizel,Otomatik,502575.0,http://www.landrover.com.tr/,,
728,Land Rover,Range Rover Sport,2.0 Sd4 240 BG HSE,2,Dizel,Otomatik,666770.0,http://www.landrover.com.tr/,,
729,Land Rover,Range Rover Sport,2.0 Sd4 240 BG HSE PLUS,2,Dizel,Otomatik,714804.0,http://www.landrover.com.tr/,,
730,Land Rover,Range Rover Sport,2.0 Sd4 240 BG SE,2,Dizel,Otomatik,615306.0,http://www.landrover.com.tr/,,
731,Land Rover,Range Rover Sport,3.0 SDV6 306BG AUTOBIOGRAPHY DYN,3,Dizel,Otomatik,999416.0,http://www.landrover.com.tr/,,
732,Land Rover,Range Rover Sport,3.0 SDV6 306BG HSE DYNAMIC,3,Dizel,Otomatik,914459.0,http://www.landrover.com.tr/,,
733,Land Rover,Range Rover Sport,3.0 SDV6 354BG AUTOBIOGRAPHY DYN,3,Hibrit,Otomatik,963006.0,http://www.landrover.com.tr/,,
734,Land Rover,Range Rover Sport,3.0 SDV6 354BG AUTOBIOGRAPHY DYN,3,Hibrit,Otomatik,1047963.0,http://www.landrover.com.tr/,,
735,Land Rover,Range Rover Sport,5.0 S/C V8 550 BG SVR,5,Benzin,Otomatik,1329822.0,http://www.landrover.com.tr/,,
736,Lexus,GS 200t,2.0 Comfort,2,Benzin,Otomatik,326860.0,http://www.lexus.com.tr/,,
737,Lexus,GS 200t,2.0 Comfort Plus,2,Benzin,Otomatik,388944.0,http://www.lexus.com.tr/,,
738,Lexus,GS 200t,2.0 Exclusive,2,Benzin,Otomatik,471743.0,http://www.lexus.com.tr/,,
739,Lexus,GS 200t,2.0 F Sport,2,Benzin,Otomatik,441945.0,http://www.lexus.com.tr/,,
740,Lexus,GSF,5.0 GSF,5,Benzin,Otomatik,959497.0,http://www.lexus.com.tr/,,
741,Lexus,IS 200t,2.0 Comfort,2,Benzin,Otomatik,284614.0,http://www.lexus.com.tr/,,
742,Lexus,IS 200t,2.0 Exclusive,2,Benzin,Otomatik,379491.0,http://www.lexus.com.tr/,,
