,marka,model,donanim,motor,yakit,vites,fiyat,websitesi,sil1,sil2
203,Bmw,418i Coupe,1.5 136BG Luxury Plus,1500,Benzin,Otomatik,245000.0,http://www.bmw.com.tr/,,
204,Bmw,418i Coupe,1.5 136BG M Plus,1500,Benzin,Otomatik,238600.0,http://www.bmw.com.tr/,,
205,Bmw,418i Coupe,1.5 136BG Prestige,1500,Benzin,Otomatik,224200.0,http://www.bmw.com.tr/,,
206,Bmw,418i Coupe,1.5 136BG Sport Plus,1500,Benzin,Otomatik,235000.0,http://www.bmw.com.tr/,,
207,Bmw,418i Coupe,1.5 136BG Ultimate M Sport,1500,Benzin,Otomatik,265800.0,http://www.bmw.com.tr/,,
208,Bmw,418i Gran Coupe,1.5 136BG Joy,1500,Benzin,Otomatik,217700.0,http://www.bmw.com.tr/,,
209,Bmw,418i Gran Coupe,1.5 136BG Luxury Plus,1500,Benzin,Otomatik,247200.0,http://www.bmw.com.tr/,,
210,Bmw,418i Gran Coupe,1.5 136BG M Plus,1500,Benzin,Otomatik,240700.0,http://www.bmw.com.tr/,,
211,Bmw,418i Gran Coupe,1.5 136BG Prestige,1500,Benzin,Otomatik,226400.0,http://www.bmw.com.tr/,,
212,Bmw,418i Gran Coupe,1.5 136BG Sport Plus,1500,Benzin,Otomatik,237100.0,http://www.bmw.com.tr/,,
213,Bmw,418i Gran Coupe,1.5 136BG Ultimate M Sport,1500,Benzin,Otomatik,268000.0,http://www.bmw.com.tr/,,
214,Bmw,420d Cabrio,2.0 190BG Luxury Line,2000,Dizel,Otomatik,404100.0,http://www.bmw.com.tr/,,
215,Bmw,420d Cabrio,2.0 190BG M PLus,2000,Dizel,Otomatik,415400.0,http://www.bmw.com.tr/,,
216,Bmw,420d Cabrio,2.0 190BG Sport Line,2000,Dizel,Otomatik,400300.0,http://www.bmw.com.tr/,,
217,Bmw,420d Cabrio,2.0 190BG Ultimate M Sport,2000,Dizel,Otomatik,449300.0,http://www.bmw.com.tr/,,
218,Bmw,420d Coupe,2.0 190BG Joy xDrive,2000,Dizel,Otomatik,322200.0,http://www.bmw.com.tr/,,
219,Bmw,420d Coupe,2.0 190BG Luxury Plus xDrive,2000,Dizel,Otomatik,360800.0,http://www.bmw.com.tr/,,
220,Bmw,420d Coupe,2.0 190BG M Plus xDrive,2000,Dizel,Otomatik,352300.0,http://www.bmw.com.tr/,,
221,Bmw,420d Coupe,2.0 190BG Sport Plus xDrive,2000,Dizel,Otomatik,347600.0,http://www.bmw.com.tr/,,
222,Bmw,420d Coupe,2.0 190BG Ultimate M Sport xDrive,2000,Dizel,Otomatik,388100.0,http://www.bmw.com.tr/,,
223,Bmw,420d Gran Coupe,2.0 190BG Joy xDrive,2000,Dizel,Otomatik,325000.0,http://www.bmw.com.tr/,,
224,Bmw,420d Gran Coupe,2.0 190BG Luxury Plus xDrive,2000,Dizel,Otomatik,363600.0,http://www.bmw.com.tr/,,
225,Bmw,420d Gran Coupe,2.0 190BG M Plus xDrive,2000,Dizel,Otomatik,355100.0,http://www.bmw.com.tr/,,
226,Bmw,420d Gran Coupe,2.0 190BG Sport Plus xDrive,2000,Dizel,Otomatik,350400.0,http://www.bmw.com.tr/,,
227,Bmw,420d Gran Coupe,2.0 190BG Ultimate M Sport xDrive,2000,Dizel,Otomatik,390900.0,http://www.bmw.com.tr/,,
228,Bmw,430i Cabrio,2.0 252BG Luxury Line xDrive,2000,Benzin,Otomatik,437000.0,http://www.bmw.com.tr/,,
229,Bmw,430i Cabrio,2.0 252BG M Sport xDrive,2000,Benzin,Otomatik,448300.0,http://www.bmw.com.tr/,,
230,Bmw,430i Cabrio,2.0 252BG Sport Line xDrive,2000,Benzin,Otomatik,433300.0,http://www.bmw.com.tr/,,
231,Bmw,430i Cabrio,2.0 252BG Ulitmate M Sport xDrive,2000,Benzin,Otomatik,482200.0,http://www.bmw.com.tr/,,
232,Bmw,430i Coupe,2.0 252BG Joy xDrive,2000,Benzin,Otomatik,359800.0,http://www.bmw.com.tr/,,
233,Bmw,430i Coupe,2.0 252BG Luxury Plus xDrive,2000,Benzin,Otomatik,398400.0,http://www.bmw.com.tr/,,
234,Bmw,430i Coupe,2.0 252BG M Plus xDrive,2000,Benzin,Otomatik,390000.0,http://www.bmw.com.tr/,,
235,Bmw,430i Coupe,2.0 252BG Sport Plus xDrive,2000,Benzin,Otomatik,385300.0,http://www.bmw.com.tr/,,
236,Bmw,430i Coupe,2.0 252BG Ultimate M Sport xDrive,2000,Benzin,Otomatik,425700.0,http://www.bmw.com.tr/,,
237,Bmw,430i Gran Coupe,2.0 252BG Joy xDrive,2000,Benzin,Otomatik,362700.0,http://www.bmw.com.tr/,,
238,Bmw,430i Gran Coupe,2.0 252BG Luxury Plus xDrive,2000,Benzin,Otomatik,401300.0,http://www.bmw.com.tr/,,
239,Bmw,430i Gran Coupe,2.0 252BG M Plus xDrive,2000,Benzin,Otomatik,392800.0,http://www.bmw.com.tr/,,
240,Bmw,430i Gran Coupe,2.0 252BG Sport Plus xDrive,2000,Benzin,Otomatik,388100.0,http://www.bmw.com.tr/,,
241,Bmw,430i Gran Coupe,2.0 252BG Ultimate M Sport xDrive,2000,Benzin,Otomatik,428600.0,http://www.bmw.com.tr/,,
242,Bmw,520d Sedan,2.0 190BG Luxury Line,2000,Dizel,Otomatik,416300.0,http://www.bmw.com.tr/,,
243,Bmw,520d Sedan,2.0 190BG M Sport,2000,Dizel,Otomatik,423400.0,http://www.bmw.com.tr/,,
244,Bmw,520d Sedan,2.0 190BG Prestige,2000,Dizel,Otomatik,406900.0,http://www.bmw.com.tr/,,
245,Bmw,520d Sedan,2.0 190BG Sport Line,2000,Dizel,Otomatik,404600.0,http://www.bmw.com.tr/,,
246,Bmw,520d Sedan,2.0 190BG Luxury Line xDrive,2000,Dizel,Otomatik,437500.0,http://www.bmw.com.tr/,,
247,Bmw,520d Sedan,2.0 190BG M Sport xDrive,2000,Dizel,Otomatik,444600.0,http://www.bmw.com.tr/,,
248,Bmw,520d Sedan,2.0 190BG Prestige xDrive,2000,Dizel,Otomatik,428100.0,http://www.bmw.com.tr/,,
249,Bmw,520d Sedan,2.0 190BG Sport Line xDrive,2000,Dizel,Otomatik,425700.0,http://www.bmw.com.tr/,,
250,Bmw,520d Sedan,3.0 265BG Luxury Line xDrive,3000,Dizel,Otomatik,595200.0,http://www.bmw.com.tr/,,
251,Bmw,520d Sedan,3.0 265BG M Sport xDrive,3000,Dizel,Otomatik,604000.0,http://www.bmw.com.tr/,,
252,Bmw,520d Sedan,3.0 265BG Prestige xDrive,3000,Dizel,Otomatik,583600.0,http://www.bmw.com.tr/,,
253,Bmw,520d Sedan,3.0 265BG Sport Line xDrive,3000,Dizel,Otomatik,580700.0,http://www.bmw.com.tr/,,
254,Bmw,530i Sedan,2.0 252BG Executive Luxury,2000,Benzin,Otomatik,338600.0,http://www.bmw.com.tr/,,
255,Bmw,530i Sedan,2.0 252BG Executive M,2000,Benzin,Otomatik,343300.0,http://www.bmw.com.tr/,,
256,Bmw,530i Sedan,2.0 252BG Executive Prestige,2000,Benzin,Otomatik,329200.0,http://www.bmw.com.tr/,,
257,Bmw,530i Sedan,2.0 252BG Executive Sport,2000,Benzin,Otomatik,326900.0,http://www.bmw.com.tr/,,
258,Bmw,530i Sedan,2.0 252BG Executive Luxury xDrive,2000,Benzin,Otomatik,360300.0,http://www.bmw.com.tr/,,
259,Bmw,530i Sedan,2.0 252BG Executive M xDrive,2000,Benzin,Otomatik,365000.0,http://www.bmw.com.tr/,,
260,Bmw,530i Sedan,2.0 252BG Executive Prestige xDrive,2000,Benzin,Otomatik,350900.0,http://www.bmw.com.tr/,,
261,Bmw,530i Sedan,2.0 252BG Executive Sport xDrive,2000,Benzin,Otomatik,348500.0,http://www.bmw.com.tr/,,
262,Bmw,540i Sedan,3.0 340BG Executive Luxury xDrive,3000,Benzin,Otomatik,595200.0,http://www.bmw.com.tr/,,
263,Bmw,540i Sedan,3.0 340BG Executive M xDrive,3000,Benzin,Otomatik,601100.0,http://www.bmw.com.tr/,,
264,Bmw,540i Sedan,3.0 340BG Executive Prestige xDrive,3000,Benzin,Otomatik,583600.0,http://www.bmw.com.tr/,,
265,Bmw,540i Sedan,3.0 340BG Executive Sport xDrive,3000,Benzin,Otomatik,580700.0,http://www.bmw.com.tr/,,
266,Bmw,640d Cabrio,3.0 313BG M Sport xDrive,3000,Dizel,Otomatik,942100.0,http://www.bmw.com.tr/,,
267,Bmw,640d Cabrio,3.0 313BG Pure xDrive,3000,Dizel,Otomatik,866300.0,http://www.bmw.com.tr/,,
268,Bmw,640d Cabrio,3.0 313BG Pure Excellence xDrive,3000,Dizel,Otomatik,895400.0,http://www.bmw.com.tr/,,
269,Bmw,640d Cabrio,3.0 313BG Pure Experience xDrive,3000,Dizel,Otomatik,907100.0,http://www.bmw.com.tr/,,
270,Bmw,640d Coupe,3.0 313BG M Sport xDrive,3000,Dizel,Otomatik,872100.0,http://www.bmw.com.tr/,,
271,Bmw,640d Coupe,3.0 313BG Pure xDrive,3000,Dizel,Otomatik,796300.0,http://www.bmw.com.tr/,,
272,Bmw,640d Coupe,3.0 313BG Pure Excellence xDrive,3000,Dizel,Otomatik,825500.0,http://www.bmw.com.tr/,,
273,Bmw,640d Coupe,3.0 313BG Pure Experience xDrive,3000,Dizel,Otomatik,837100.0,http://www.bmw.com.tr/,,
274,Bmw,640d Gran Coupe,3.0 313BG M Sport xDrive,3000,Dizel,Otomatik,895400.0,http://www.bmw.com.tr/,,
275,Bmw,640d Gran Coupe,3.0 313BG Pure xDrive,3000,Dizel,Otomatik,819700.0,http://www.bmw.com.tr/,,
276,Bmw,640d Gran Coupe,3.0 313BG Pure Excellence xDrive,3000,Dizel,Otomatik,848800.0,http://www.bmw.com.tr/,,
277,Bmw,640d Gran Coupe,3.0 313BG Pure Experience xDrive,3000,Dizel,Otomatik,860500.0,http://www.bmw.com.tr/,,
278,Bmw,725d,2.0 231BG M Excellence,2000,Dizel,Otomatik,887100.0,http://www.bmw.com.tr/,,
279,Bmw,725d,2.0 231BG M Sport,2000,Dizel,Otomatik,882400.0,http://www.bmw.com.tr/,,
280,Bmw,725d,2.0 231BG Pure Excellence,2000,Dizel,Otomatik,875400.0,http://www.bmw.com.tr/,,
281,Bmw,725Ld,2.0 231BG M Excellence,2000,Dizel,Otomatik,929500.0,http://www.bmw.com.tr/,,
282,Bmw,725Ld,2.0 231BG M Sport,2000,Dizel,Otomatik,914000.0,http://www.bmw.com.tr/,,
283,Bmw,725Ld,2.0 231BG Pure Excellence,2000,Dizel,Otomatik,917700.0,http://www.bmw.com.tr/,,
284,Bmw,730d,3.0 265BG M Excellence xDrive,3000,Dizel,Otomatik,1122800.0,http://www.bmw.com.tr/,,
285,Bmw,730d,3.0 265BG M Sport xDrive,3000,Dizel,Otomatik,1117000.0,http://www.bmw.com.tr/,,
286,Bmw,730d,3.0 265BG Pure Excellence xDrive,3000,Dizel,Otomatik,1108200.0,http://www.bmw.com.tr/,,
287,Bmw,730i,2.0 258BG M Excellence,2000,Benzin,Otomatik,868300.0,http://www.bmw.com.tr/,,
288,Bmw,730i,2.0 258BG M Sport,2000,Benzin,Otomatik,863600.0,http://www.bmw.com.tr/,,
289,Bmw,730i,2.0 258BG Pure Excellence,2000,Benzin,Otomatik,856500.0,http://www.bmw.com.tr/,,
290,Bmw,730Ld,3.0 265BG M Excellence xDrive,3000,Dizel,Otomatik,1198600.0,http://www.bmw.com.tr/,,
291,Bmw,730Ld,3.0 265BG M Sport xDrive,3000,Dizel,Otomatik,1179300.0,http://www.bmw.com.tr/,,
292,Bmw,730Ld,3.0 265BG Pure Excellence xDrive,3000,Dizel,Otomatik,1184000.0,http://www.bmw.com.tr/,,
293,Bmw,730Li,2.0 258BG M Excellence,2000,Benzin,Otomatik,910700.0,http://www.bmw.com.tr/,,
294,Bmw,730Li,2.0 258BG M Sport,2000,Benzin,Otomatik,895100.0,http://www.bmw.com.tr/,,
295,Bmw,730Li,2.0 258BG Pure Excellence,2000,Benzin,Otomatik,898900.0,http://www.bmw.com.tr/,,
296,Bmw,740Le,2.0 326 3BG M Excellence xDrive iPerformance,2000,Hibrit,Otomatik,1004900.0,http://www.bmw.com.tr/,,
297,Bmw,740Le,2.0 326 3BG M Sport xDrive iPerformance,2000,Hibrit,Otomatik,989300.0,http://www.bmw.com.tr/,,
298,Bmw,740Le,2.0 326 3BG Pure Excellence xDrive iPerformance,2000,Hibrit,Otomatik,993100.0,http://www.bmw.com.tr/,,
299,Bmw,750Ld,3.0 400BG M Excellence xDrive,3000,Dizel,Otomatik,1414200.0,http://www.bmw.com.tr/,,
300,Bmw,750Ld,3.0 400BG M Sport xDrive,3000,Dizel,Otomatik,1395000.0,http://www.bmw.com.tr/,,
301,Bmw,750Ld,3.0 400BG Pure Excellence xDrive,3000,Dizel,Otomatik,1399700.0,http://www.bmw.com.tr/,,
302,Bmw,i8,1.5 362 (266) 4BG Premium Techno,1,,,,,,
303,Bmw,i8,1.5 362 (266) 4BG Pure,1,,,,,,
304,Bmw,M2 Coupe,3.0 370BG Pure,3,Benzin,Otomatik,551500.0,http://www.bmw.com.tr/,,
305,Bmw,M3 Sedan 2,3.0 431BG M Competition,3,Benzin,Otomatik,819700.0,http://www.bmw.com.tr/,,
306,Bmw,M3 Sedan 2,3.0 431BG Pure,3,Benzin,Otomatik,761400.0,http://www.bmw.com.tr/,,
307,Bmw,M4 Cabrio 2,3.0 431BG M Competition,3,Benzin,Otomatik,933300.0,http://www.bmw.com.tr/,,
308,Bmw,M4 Cabrio 2,3.0 431BG Pure,3,Benzin,Otomatik,878000.0,http://www.bmw.com.tr/,,
309,Bmw,M4 Coupe,3.0 431BG M Competition,3,Benzin,Otomatik,886100.0,http://www.bmw.com.tr/,,
310,Bmw,M4 Coupe,3.0 431BG Pure,3,Benzin,Otomatik,819700.0,http://www.bmw.com.tr/,,
311,Bmw,M6 Cabrio 2,4.4 560BG Pure,4,,,,,,
312,Bmw,M6 Coupe 2,4.4 560BG Pure,4,,,,,,
313,Bmw,M6 Gran Coupe,4.4 560BG Pure,4,,,,,,
314,Bmw,M760Li,6.6 609BG Luxury xDrive,6,,,,,,
315,Bmw,M760Li,6.6 609BG Pure xDrive,6,,,,,,
316,Bmw,X1,1.5 116BG Joy sDrive16d 2,1,,,,,,
317,Bmw,X1,1.5 116BG M Sport sDrive16d 2,1,,,,,,
318,Bmw,X1,1.5 116BG Prestige sDrive16d 2,1,,,,,,
319,Bmw,X1,1.5 116BG Sport Line sDrive16d 2,1,,,,,,
320,Bmw,X1,1.5 116BG X Line sDrive16d 2,1,,,,,,
321,Bmw,X1,1.5 136BG Joy sDrive18i,1,,,,,,
322,Bmw,X1,1.5 136BG M Sport sDrive18i,1,,,,,,
323,Bmw,X1,1.5 136BG Prestige sDrive18i,1,,,,,,
324,Bmw,X1,1.5 136BG Sport Line sDrive18i,1,,,,,,
325,Bmw,X1,1.5 136BG X Line sDrive18i,1,,,,,,
326,Bmw,X3,1.6 170BG Joy sDrive20i,1,,,,,,
327,Bmw,X3,1.6 170BG M Plus sDrive20i,1,,,,,,
328,Bmw,X3,1.6 170BG Prestige sDrive20i,1,,,,,,
329,Bmw,X3,1.6 170BG X Plus sDrive20i,1,,,,,,
330,Bmw,X3,2.0 190BG Joy xDrive20d,2,Dizel,Otomatik,350400.0,http://www.bmw.com.tr/,,
331,Bmw,X3,2.0 190BG M Plus xDrive20d,2,Dizel,Otomatik,425700.0,http://www.bmw.com.tr/,,
332,Bmw,X3,2.0 190BG Prestige xDrive20d,2,Dizel,Otomatik,381500.0,http://www.bmw.com.tr/,,
333,Bmw,X3,2.0 190BG X Plus xDrive20d,2,Dizel,Otomatik,390000.0,http://www.bmw.com.tr/,,
334,Bmw,X4,2.0 190BG Exclusive xDrive20d,2,Dizel,Otomatik,416300.0,http://www.bmw.com.tr/,,
335,Bmw,X4,2.0 190BG Joy xDrive20d,2,Dizel,Otomatik,364500.0,http://www.bmw.com.tr/,,
336,Bmw,X4,2.0 190BG M Sport xDrive20d,2,Dizel,Otomatik,464300.0,http://www.bmw.com.tr/,,
337,Bmw,X4,2.0 190BG X Line xDrive20d,2,Dizel,Otomatik,435200.0,http://www.bmw.com.tr/,,
338,Bmw,X5,2.0 231BG M Plus xDrive25d,2,Dizel,Otomatik,604200.0,http://www.bmw.com.tr/,,
339,Bmw,X5,2.0 231BG Prestige xDrive25d,2,Dizel,Otomatik,550500.0,http://www.bmw.com.tr/,,
340,Bmw,X5,2.0 231BG Pure xDrive25d,2,Dizel,Otomatik,503400.0,http://www.bmw.com.tr/,,
341,Bmw,X5,2.0 313 3BG M Plus xDrive40e iPerformance 2,2,Hibrit,Otomatik,672500.0,http://www.bmw.com.tr/,,
342,Bmw,X5,2.0 313 3BG Prestige xDrive40e iPerformance 2,2,Hibrit,Otomatik,631000.0,http://www.bmw.com.tr/,,
343,Bmw,X5,2.0 313 3BG Pure xDrive40e iPerformance 2,2,Hibrit,Otomatik,599900.0,http://www.bmw.com.tr/,,
344,Bmw,X6,3.0 313BG M Plus xDrive40d,3,Dizel,Otomatik,919900.0,http://www.bmw.com.tr/,,
345,Bmw,X6,3.0 313BG Prestige Plus xDrive40d,3,Dizel,Otomatik,871000.0,http://www.bmw.com.tr/,,
346,Bmw,X6,3.0 313BG Pure xDrive40d,3,Dizel,Otomatik,808000.0,http://www.bmw.com.tr/,,
347,Citroen,C Elysee,1.2 PURETECH 82HP M/T LIVE,1,,,,,,
348,Citroen,C Elysee,1.6 HDI 92HP M/T ATTRACTION,1,,,,,,
349,Citroen,C Elysee,1.6 HDI 92HP M/T CONFORT,1,,,,,,
350,Citroen,C Elysee,1.6 HDI 92HP M/T EXCLUSIVE,1,,,,,,
351,Citroen,C Elysee,1.6 HDI 92HP M/T FEEL,1,,,,,,
352,Citroen,C Elysee,1.6 HDI 92HP M/T LIVE,1,,,,,,
353,Citroen,C Elysee,1.6 HDI 92HP M/T SHINE,1,,,,,,
354,Citroen,C3,1.2 PURETECH 82HP BVM5 FEEL,1,,,,,,
355,Citroen,C3,1.2 PURETECH 82HP BVM5 LIVE,1,,,,,,
356,Citroen,C3,1.6 BLUEHDI 100HP S&S BVM5 SHINE,1,,,,,,
357,Citroen,C3,1.6 BLUEHDI 75HP S&S BVM5 FEEL,1,,,,,,
358,Citroen,C3,1.6 BLUEHDI 75HP S&S BVM5 LIVE,1,,,,,,
359,Citroen,C4,1.6 BLUEHDI 120HP EAT6 CONFORT,1,,,,,,
360,Citroen,C4,1.6 HDI 92HP M/T CONFORT,1,,,,,,
361,Citroen,C4,1.6 HDI 92HP M/T EASY,1,,,,,,
362,Citroen,C4 Cactus,1.2 PURETECH 82HP ETG5 FEEL,1,,,,,,
363,Citroen,C4 Cactus,1.2 PURETECH 82HP ETG5 SHINE,1,,,,,,
364,Citroen,C4 Cactus,1.6 E-HDI 92HP ETG6 FEEL,1,,,,,,
365,Citroen,C4 Cactus,1.6 E-HDI 92HP ETG6 SHINE,1,,,,,,
366,Citroen,C4 Picasso,1.6 BLUEHDI 120HP EAT6 INTENSIVE 5K,1,,,,,,
367,Citroen,Grand C4 Picasso,1.6 BLUEHDI 120HP EAT6 INTENSIVE 7K,1,,,,,,
368,Dacia,Duster,1.5 dCi 110 bg Ambiance 4x4,1,,,,,,
369,Dacia,Duster,1.5 dCi 110 bg EDC Blackshadow,1,,,,,,
370,Dacia,Duster,1.5 dCi 110 bg EDC Laureate 4x2,1,,,,,,
371,Dacia,Duster,1.5 dCi 110 bg Laureate 4x2,1,,,,,,
372,Dacia,Duster,1.5 dCi 110 bg Laureate 4x4,1,,,,,,
373,Dacia,Duster,1.5 dCi 90 bg Ambiance 4x2,1,,,,,,
374,Dacia,Duster,1.5 dCi 90 bg Laureate 4x2,1,,,,,,
375,Dacia,Duster,1.6 16V 115 bg Ambiance 4x2,1,,,,,,
376,Dacia,Lodgy,1.5 dCi 110 bg Stepway - 5 koltuklu,1,,,,,,
377,Dacia,Lodgy,1.5 dCi 110 bg Stepway - 7 koltuklu,1,,,,,,
378,Dacia,Lodgy,1.5 dCi 90 bg Laureate - 5 koltuklu,1,,,,,,
379,Dacia,Lodgy,1.5 dCi 90 bg Laureate - 7 koltuklu,1,,,,,,
380,Dacia,Logan MCV,1.0 Sce 75 bg Ambiance,1,Benzin,Düz,50150.0,https://www.dacia.com.tr/,,
381,Dacia,Logan MCV,1.5 dCi 90 bg Ambiance,1,,,,,,
382,Dacia,Sandero,1.0 90 bg Easy-R Stepway Turbo ,1,Benzin,Otomatik,57300.0,https://www.dacia.com.tr/,,
383,Dacia,Sandero,1.0 90 bg Stepway Turbo,1,Benzin,Düz,53300.0,https://www.dacia.com.tr/,,
384,Dacia,Sandero,1.0 Sce 75 bg Ambiance,1,Benzin,Düz,45000.0,https://www.dacia.com.tr/,,
385,Dacia,Sandero,1.5 dCi 90 bg Easy-R Stepway,1,,,,,,
386,Dacia,Sandero,1.5 dCi 90 bg Stepway,1,,,,,,
387,Fiat,500,0.9 105 HP Twinair 500 Sport,0,,,,,,
388,Fiat,500,0.9 85 HP Twinair Dualogic 500 Sport,0,,,,,,
389,Fiat,500,1.2 Fire 69 HP 500 Pop,1,,,,,,
390,Fiat,500,1.2 Fire 69 HP Dualogic 500 Lounge,1,,,,,,
391,Fiat,500,1.2 Fire 69 HP Dualogic 500 Sport,1,,,,,,
392,Fiat,500,1.2 Fire 69 HP Dualogic 500C Lounge,1,,,,,,
393,Fiat,500,1.2 Fire 69 HP Dualogic 500C Riva,1,,,,,,
394,Fiat,500L,1.3 M.Jet 95 HP Dualogic Popstar,1,,,,,,
395,Fiat,500L,1.3 M.Jet 95 HP Dualogic Rockstar,1,,,,,,
396,Fiat,500L,1.3 M.Jet 95 HP Popstar,1,,,,,,
397,Fiat,500L,1.3 M.Jet 95 HP Rockstar,1,,,,,,
398,Fiat,500L,1.4 Fire 95 HP Popstar,1,,,,,,
399,Fiat,500L,1.6 M.Jet 120 HP Rockstar,1,,,,,,
400,Fiat,500L Living,1.3 M.Jet 95 HP Dualogic (5 Koltuk) Lounge,1,,,,,,
401,Fiat,500L Living,1.3 M.Jet 95 HP Dualogic (7 Koltuk) Lounge,1,,,,,,
402,Fiat,500L Living,1.6 M.Jet 120 HP (7 Koltuk) Lounge,1,,,,,,
403,Fiat,500X,1.3 M.Jet 95 HP Cross,1,,,,,,
404,Fiat,500X,1.4 Multi Air 140 HP DCT Cross,1,,,,,,
405,Fiat,500X,1.4 Multi Air 140 HP DCT Cross Plus,1,,,,,,
406,Fiat,500X,1.4 Multi Air 170 HP AT9 4X4 Cross Plus,1,,,,,,
407,Fiat,500X,1.6 E-TORQ 110 HP Pop Plus,1,,,,,,
408,Fiat,500X,1.6 Multi Jet 120 HP Cross Plus,1,,,,,,
409,Fiat,500X,1.6 Multi Jet 120 HP DCT Cross,1,,,,,,
410,Fiat,500X,1.6 Multi Jet 120 HP DCT Cross Plus,1,,,,,,
411,Fiat,Doblo Panorama,1.6 M.Jet 105 HP Easy,1,,,,,,
412,Fiat,Doblo Panorama,1.6 M.Jet 105 HP Easy Maxi,1,,,,,,
413,Fiat,Doblo Panorama,1.6 M.Jet 105 HP Premio Plus (Gri / Black),1,,,,,,
414,Fiat,Doblo Panorama,1.6 M.Jet 105 HP Safeline,1,,,,,,
415,Fiat,Doblo Panorama,1.6 M.Jet 90 HP Conformatic Premio Plus (Gri / Black),1,,,,,,
416,Fiat,Egea Hatchback,1.3 M.Jet 95 HP Easy Plus,1,,,,,,
417,Fiat,Egea Hatchback,1.3 M.Jet 95 HP Urban Plus,1,,,,,,
418,Fiat,Egea Hatchback,1.4 Fire 95 HP Easy Plus,1,,,,,,
419,Fiat,Egea Hatchback,1.4 Fire 95 HP Lounge Plus,1,,,,,,
420,Fiat,Egea Hatchback,1.4 Fire 95 HP Urban Plus,1,,,,,,
421,Fiat,Egea Hatchback,1.4 T-Jet 120 HP Lounge Plus,1,,,,,,
422,Fiat,Egea Hatchback,1.6 E-Torq 110 HP AT6 Easy Plus,1,,,,,,
423,Fiat,Egea Hatchback,1.6 E-Torq 110 HP AT6 Lounge Plus,1,,,,,,
424,Fiat,Egea Hatchback,1.6 E-Torq 110 HP AT6 Urban Plus,1,,,,,,
425,Fiat,Egea Hatchback,1.6 M.Jet 120 HP DCT Easy Plus,1,,,,,,
426,Fiat,Egea Hatchback,1.6 M.Jet 120 HP DCT Lounge Plus,1,,,,,,
427,Fiat,Egea Hatchback,1.6 M.Jet 120 HP DCT Urban Plus,1,,,,,,
428,Fiat,Egea Hatchback,1.6 M.Jet 120 HP Lounge Plus,1,,,,,,
429,Fiat,Egea Hatchback,1.6 M.Jet 120 HP Urban Plus,1,,,,,,
430,Fiat,Egea Sedan,1.3 M.Jet 95 HP Easy,1,,,,,,
431,Fiat,Egea Sedan,1.3 M.Jet 95 HP Lounge,1,,,,,,
432,Fiat,Egea Sedan,1.3 M.Jet 95 HP Urban,1,,,,,,
433,Fiat,Egea Sedan,1.4 Fire 95 HP Easy,1,,,,,,
434,Fiat,Egea Sedan,1.4 Fire 95 HP Lounge,1,,,,,,
435,Fiat,Egea Sedan,1.4 Fire 95 HP Urban,1,,,,,,
436,Fiat,Egea Sedan,1.6 E-Torq 110 HP AT6 Lounge,1,,,,,,
437,Fiat,Egea Sedan,1.6 E-Torq 110 HP AT6 Urban,1,,,,,,
438,Fiat,Egea Sedan,1.6 M.Jet 120 HP DCT Comfort,1,,,,,,
439,Fiat,Egea Sedan,1.6 M.Jet 120 HP DCT Lounge,1,,,,,,
440,Fiat,Egea Sedan,1.6 M.Jet 120 HP DCT Urban,1,,,,,,
441,Fiat,Egea Sedan,1.6 M.Jet 120 HP Lounge,1,,,,,,
442,Fiat,Egea Sedan,1.6 M.Jet 120 HP Urban,1,,,,,,
443,Fiat,Egea Stationwagon,1.6 E-Torq 110 HP AT6 Lounge Plus,1,,,,,,
444,Fiat,Egea Stationwagon,1.6 E-Torq 110 HP AT6 Urban Plus,1,,,,,,
445,Fiat,Egea Stationwagon,1.6 M.Jet 120 HP DCT Lounge Plus,1,,,,,,
446,Fiat,Egea Stationwagon,1.6 M.Jet 120 HP DCT Urban Plus,1,,,,,,
447,Fiat,Egea Stationwagon,1.6 M.Jet 120 HP Lounge Plus,1,,,,,,
448,Fiat,Egea Stationwagon,1.6 M.Jet 120 HP Urban Plus,1,,,,,,
449,Fiat,Fiorino Panorama,1.3 M.Jet 75 HP Emotion,1,,,,,,
450,Fiat,Fiorino Panorama,1.3 M.Jet 75 HP Pop,1,,,,,,
451,Fiat,Fiorino Panorama,1.3 M.Jet 95 HP Premio,1,,,,,,
452,Fiat,Linea,1.3 M.Jet 95 HP Pop,1,,,,,,
453,Fiat,Linea,1.3 M.Jet 95 HP Urban,1,,,,,,
454,Fiat,Linea,1.4 77 HP Pop,1,,,,,,
455,Fiat,Panda,0.9 85 HP Twinair Dualogic Lounge S1,0,,,,,,
456,Fiat,Panda,1.2 69 HP Pop S1,1,,,,,,
457,Fiat,Panda,1.3 M.Jet 95 HP Cross S1,1,,,,,,
458,Fiat,Punto,1.4 Fire 77 HP S&S Popstar,1,,,,,,
459,Ford,B-Max,1.5L TDCi 95PS (215 Nm) Titanium,1,,,,,,
460,Ford,B-Max,1.6L Ti-VCT 105PS (150 Nm) Titanium,1,,,,,,
461,Ford,B-Max,1.6L Ti-VCT 105PS (150 Nm) Trend,1,,,,,,
462,Ford,C-Max Compact,1.5L EcoBoost 182PS (240 Nm) Titanium,1,,,,,,
463,Ford,C-Max Compact,1.5L EcoBoost 182PS (240 Nm) Trend,1,,,,,,
464,Ford,C-Max Compact,1.5L TDCi 120PS (300Nm) Titanium,1,,,,,,
